Supplier_Name,PO_ID,Date,Value_INR
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01573,29-04-2024,78670.89
Havoc Hobby Center Pvt Ltd,PUR-ORD-2022-00228,01-04-2022,78000
RP Tech India,PUR-ORD-2022-00570,15-06-2022,77000
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-02125-1,25-07-2024,76500
Tanna Tech Biz LLP,PUR-ORD-2022-00006,05-01-2022,76249
VVDN Technologies Private Limited,PUR-ORD-2022-01648,05-12-2022,76243.66
Dell International Services India Pvt. Ltd ,PUR-ORD-2021-00034,03-12-2021,76007
EAGLE ELECTRICALS,PUR-ORD-2023-01197,10-06-2023,75800
EAGLE ELECTRICALS,PUR-ORD-2023-02965,01-12-2023,75800
ANS Associates,PUR-ORD-2023-02403,12-10-2023,75000
EMI Solutions Pvt Ltd,PUR-ORD-2023-03084,12-12-2023,75000
Jewar Jyothi Industries Pvt Ltd,PUR-ORD-2023-00842-1,04-05-2023,75000
Shree sai Power Networks ,PUR-ORD-2022-01512,15-11-2022,74000
M.B Controls and Systems Pvt Ltd ,PUR-ORD-2022-01304,17-10-2022,73775
Elcir Industry,PUR-ORD-2024-01321,12-04-2024,73500
USHA ARMOUR PVT LTD,PUR-ORD-2024-00882-1,12-03-2024,73000
Vyom Vista,PUR-ORD-2022-00516-1,06-06-2022,73000
Element14 India Private Limited,PUR-ORD-2023-02815,17-11-2023,72500
VVDN Technologies Private Limited,PUR-ORD-2022-01649,05-12-2022,72044.77
RP Tech India,PUR-ORD-2022-00625,24-06-2022,72000
Vyom Vista,PUR-ORD-2022-01677,08-12-2022,72000
Shahputra Trading Private Limited,PUR-ORD-2022-00007,07-01-2022,71018.64
Shahputra Trading Private Limited,PUR-ORD-2022-01158,28-09-2022,71018.64
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-02447,16-10-2023,71000
Atlantis Robotics Private Limited,PUR-ORD-2024-02046,09-07-2024,70338.98
Creative Interiors ,PUR-ORD-2023-00026,05-01-2023,70000
inFeedo Tech Pvt Ltd,PUR-ORD-2023-00524,28-03-2023,70000
Flight mode,PUR-ORD-2024-01579,29-04-2024,69800
Rashi Peripherals Ltd,PUR-ORD-2024-01990,26-06-2024,69800
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00191,17-01-2024,69414.56
PhotoIndia.com ,PUR-ORD-2023-01269,15-06-2023,69000
VIVEK ROAD LOGISTICS,PUR-ORD-2023-01159,07-06-2023,68800
AADI IT SOLUTIONS,PUR-ORD-2022-01307,17-10-2022,68000
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2022-00283-1,19-04-2022,68000
S.K. Group of Marketing,PUR-ORD-2022-01141,27-09-2022,67500
Amazon,PUR-ORD-2024-00927,15-03-2024,66990
ATLANTIS ERUDITION & TRAVEL SERVICES PRIVATE  LIMITED,PUR-ORD-2023-01985,23-08-2023,66749.58
Essae-Teraoka Pvt Ltd,PUR-ORD-2022-01039,14-09-2022,66520
TEAM TECHNOLOGY,PUR-ORD-2024-01991,26-06-2024,66500
Third Dimension Printers LLP,PUR-ORD-2022-00237,05-04-2022,66499
IPC Technology Consulting Pvt Ltd,PUR-ORD-2023-02388,10-10-2023,66400
VASAN ENGINEERING WORKS,PUR-ORD-2022-01274,13-10-2022,66380
VASAN ENGINEERING WORKS,PUR-ORD-2022-01414,02-11-2022,66380
Q Max Composites Systems,PUR-ORD-2022-00062,28-01-2022,66000
SSMITH Technologie,PUR-ORD-2022-01183,02-10-2022,66000
Mypowerkart Online Solutions Pvt Ltd,PUR-ORD-2022-01023,13-09-2022,65254
KOHLI ENTERPRISES,PUR-ORD-2023-03228,22-12-2023,65000
Ninetron Tech LLP,PUR-ORD-2024-01860,24-05-2024,65000
Orion,PUR-ORD-2024-01719,13-05-2024,64644.65
Kalpin Tech Private Limited,PUR-ORD-2022-01327,19-10-2022,64000
Kalpin Tech Private Limited,PUR-ORD-2023-00254,10-02-2023,64000
Kalpin Tech Private Limited,PUR-ORD-2023-01448,29-06-2023,64000
Creative Interiors ,PUR-ORD-2023-02701,07-11-2023,63000
Creative Interiors ,PUR-ORD-2023-02974,04-12-2023,63000
Creative Interiors ,PUR-ORD-2023-03085,12-12-2023,63000
DELL International Services India Pvt Ltd,PUR-ORD-2022-01538,17-11-2022,63000
NICOMATIC INDIA ELECTRONICS PRIVATE LIMITED,PUR-ORD-2022-01210,07-10-2022,62450
RP Tech India,PUR-ORD-2022-00830,03-08-2022,61440
EMI Solutions Pvt Ltd,PUR-ORD-2024-00456,09-02-2024,60600
Goodwill Enterprises,PUR-ORD-2024-00954,17-03-2024,60354
MathWorks India Private Limited,PUR-ORD-2023-03220,21-12-2023,60000
Mini Machine Tools India Pvt Ltd,PUR-ORD-2022-01233,10-10-2022,59831
DELL International Services India Pvt Ltd,PUR-ORD-2022-00913,18-08-2022,59480
DELL International Services India Pvt Ltd,PUR-ORD-2022-01146,27-09-2022,59480
DELL International Services India Pvt Ltd,PUR-ORD-2022-01176,30-09-2022,59480
Seizo CNC Pvt Ltd,PUR-ORD-2023-00579,04-04-2023,59200
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00071,05-01-2024,59152.22
Goodwill Enterprises,PUR-ORD-2022-01139,27-09-2022,58900
G K Enterprises,PUR-ORD-2024-01864,27-05-2024,58500
IT Gadgets & Services,PUR-ORD-2024-01662,08-05-2024,58500
Tanna Tech Biz LLP,PUR-ORD-2024-00942,15-03-2024,58020
Tanna Tech Biz LLP,PUR-ORD-2024-00968,18-03-2024,58020
Kalpin Tech Private Limited,PUR-ORD-2023-00065,10-01-2023,57600
STI INFOTECH PRIVATE LIMITED,PUR-ORD-2024-02157,31-07-2024,57020
A M Ducting,PUR-ORD-2023-01316,19-06-2023,57000
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-02282,30-08-2024,57000
Kalpin Tech Private Limited,PUR-ORD-2022-00112,25-02-2022,57000
Q Max Composites Systems,PUR-ORD-2022-00107,25-02-2022,56600
Sattva Aero Accessories & Systems Pvt Ltd,PUR-ORD-2023-01907,16-08-2023,56274
NANO CLOUD TECHNOLGIES,PUR-ORD-2022-00093,17-02-2022,56200
Paxshell Private Limited,PUR-ORD-2022-01729,15-12-2022,56000
Absolute Composites Pvt Ltd,PUR-ORD-2022-00008,10-01-2022,55900
Arka Instruments Incorporation,PUR-ORD-2022-00010-1,10-01-2022,55600
H G Infra ,PUR-ORD-2024-00815,07-03-2024,55500
SOGO COMPUTERS PVT. LTD,PUR-ORD-2023-02118,09-09-2023,55500
Creative Interiors ,PUR-ORD-2023-02661,05-11-2023,55000
Think Robotics,PUR-ORD-2022-00030,13-01-2022,54999.99
Shahputra Trading Private Limited,PUR-ORD-2022-01819,30-12-2022,54995
Thodukonics,PUR-ORD-2023-00974,19-05-2023,54990
Thodukonics,PUR-ORD-2023-01643,18-07-2023,54990
Adroitec Engineering Solutions P Ltd,PUR-ORD-2023-01045,26-05-2023,54761.91
"CQA(L) LABs DGQA, Ministry of Defence,",PUR-ORD-2024-02064,12-07-2024,54317
ATLANTIS ERUDITION & TRAVEL SERVICES PRIVATE  LIMITED,PUR-ORD-2023-00003,02-01-2023,54237.28
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-01832,22-05-2024,54013
Adebeo Solutions Pvt Ltd,PUR-ORD-2022-00731,19-07-2022,53329
IBK Engineers Private Limited,PUR-ORD-2022-00819,02-08-2022,53180
Tiltas Systems LLP (Runrc),PUR-ORD-2023-01702,24-07-2023,53000
Shahputra Trading Private Limited,PUR-ORD-2022-01168,29-09-2022,52995
Shahputra Trading Private Limited,PUR-ORD-2023-02028,31-08-2023,52995
Shahputra Trading Private Limited,PUR-ORD-2024-00441,08-02-2024,52995
Shahputra Trading Private Limited,PUR-ORD-2024-01239,05-04-2024,52995
Shahputra Trading Private Limited,PUR-ORD-2024-02040,08-07-2024,52995
TE Tech solution,PUR-ORD-2024-00920,14-03-2024,52700
Orion,PUR-ORD-2024-01732,14-05-2024,52614.8
BIGTEKK TECHNOLOGIES,PUR-ORD-2024-01410,17-04-2024,52064.4
Creative Interiors ,PUR-ORD-2024-00982,18-03-2024,52000
Absolute Composites Pvt Ltd,PUR-ORD-2022-00148-1,15-03-2022,51300
Creative Interiors ,PUR-ORD-2022-00894,12-08-2022,51000
Pixel Composer Pvt. Ltd.,PUR-ORD-2022-00308-1,27-04-2022,51000
Sintrizen Technologies PVT. LTD.,PUR-ORD-2024-01347,15-04-2024,50500
DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED ,PUR-ORD-2024-01466-1,22-04-2024,50287
Envitest Laboratories Pvt Ltd,PUR-ORD-2024-01801,20-05-2024,50000
Orxa Energies Pvt. Ltd,PUR-ORD-2021-00018,19-11-2021,50000
Atlantis Robotics Private Limited,PUR-ORD-2024-02163,01-08-2024,49999.99
Amazon,PUR-ORD-2024-00926,15-03-2024,49990
Goodwill Enterprises,PUR-ORD-2023-00145,19-01-2023,48840
Mondego Fabian Technologies,PUR-ORD-2022-01337,20-10-2022,48500
ADEL ASSESORIES PRIVATE LIMITED,PUR-ORD-2024-01110,26-03-2024,48433
VASUNDARA PROSYS PVT LTD,PUR-ORD-2022-01687,10-12-2022,48385
APZEM Environmental,PUR-ORD-2022-01583,25-11-2022,48300
Tanna Tech Biz LLP,PUR-ORD-2024-01699,12-05-2024,48060
Elatech Intralogistics Solutions Private Limited,PUR-ORD-2022-00261,08-04-2022,48027
Creative Interiors ,PUR-ORD-2023-03212,20-12-2023,48000
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2022-01282,13-10-2022,48000
Siemens Limited,PUR-ORD-2024-01819,21-05-2024,47775
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2023-02574,28-10-2023,47600
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-01071,21-03-2024,47200
Paxshell Private Limited,PUR-ORD-2023-02625-1,02-11-2023,47000
Solize India Technologies Pvt Ltd,PUR-ORD-2023-01268,14-06-2023,47000
Savex Technologies Private Limited,PUR-ORD-2024-01335,15-04-2024,46955
Elcir Industry,PUR-ORD-2023-01775,29-07-2023,46700
Elcir Industry,PUR-ORD-2023-02781,15-11-2023,46700
Elcir Industry,PUR-ORD-2024-00025,04-01-2024,46700
Rashi Peripherals Ltd,PUR-ORD-2023-01009,23-05-2023,46620
Zreyah Semiconductor Systems Pvt Ltd,PUR-ORD-2024-02039,02-07-2024,46162.47
GOTAWAT INDUSTRIAL CORPORATION,PUR-ORD-2024-00763,04-03-2024,46000
JC Gupta & Sons,PUR-ORD-2023-02121,09-09-2023,45800
SM Electronic Technologies Pvt Ltd,PUR-ORD-2022-01107,21-09-2022,45676.95
NET DISTRIBUTION SERVICES PVT. LTD,PUR-ORD-2022-01747,20-12-2022,45464
BHOLAS VENTURE INC,PUR-ORD-2024-00818,07-03-2024,45338.98
Think Robotics,PUR-ORD-2022-00110,25-02-2022,45211.7
"Mouser Electronics, Inc.",PUR-ORD-2023-00955,17-05-2023,45014.2
Superion Technologies LLP,PUR-ORD-2023-02391,11-10-2023,45000
Superion Technologies LLP,PUR-ORD-2023-02394,11-10-2023,45000
"STRONIC INDIA	",PUR-ORD-2024-00053,05-01-2024,44985.7
Olympus Creative Printz,PUR-ORD-2024-00887,12-03-2024,44786
RP Tech India,PUR-ORD-2022-00475,01-06-2022,44710
RP Tech India,PUR-ORD-2022-00889,11-08-2022,44710
Ninetron Tech LLP,PUR-ORD-2024-01646,08-05-2024,44666.67
RS Components & Controls (I) Ltd,PUR-ORD-2024-01752,16-05-2024,44477.78
Flight mode,PUR-ORD-2023-03132,14-12-2023,44240
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00240,23-01-2023,44000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00415,27-02-2023,44000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00465,13-03-2023,44000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-01464,30-06-2023,44000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-01681,21-07-2023,44000
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-02276,30-08-2024,43630
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-02277,30-08-2024,43630
Digi-Key Electronics,PUR-ORD-2024-01184,02-04-2024,43385.35
Shahputra Trading Private Limited,PUR-ORD-2022-01201,06-10-2022,43193
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00828,01-05-2023,43000
Orxa Energies Pvt. Ltd,PUR-ORD-2022-01316,18-10-2022,43000
Elektroniklab India Pvt Ltd,PUR-ORD-2024-02241,21-08-2024,42812
JSM Composites,PUR-ORD-2023-02205,15-09-2023,42600
Foto Circle,PUR-ORD-2024-00558-1,03-04-2024,42372.03
Foto Circle,PUR-ORD-2024-02152,31-07-2024,42372.03
Amazon,PUR-ORD-2022-00594,20-06-2022,42364.41
MathWorks India Private Limited,PUR-ORD-2024-00052,05-01-2024,42000
Precision Electronics Limited,PUR-ORD-2023-03241,25-12-2023,42000
Ninetron Tech LLP,PUR-ORD-2024-01750,15-05-2024,41855
Convergent Technologies India Pvt Ltd,PUR-ORD-2023-02367,07-10-2023,41850
CRAFT & CREATIONS,PUR-ORD-2022-01543,18-11-2022,41500
Adroitec Engineering Solutions P Ltd,PUR-ORD-2024-01812,16-05-2024,41300
Element14 India Private Limited,PUR-ORD-2022-00505,03-06-2022,41267.9
Digital Core Technologies Pvt Ltd,PUR-ORD-2024-01272,10-04-2024,41055
Kapson Glass House,PUR-ORD-2022-00504,03-06-2022,40500
Ninetron Tech LLP,PUR-ORD-2024-00995,18-03-2024,40500
Binashree Manufactruing Pvt Ltd,PUR-ORD-2023-02026,31-08-2023,40164.37
 UAV Garage Pvt Ltd,PUR-ORD-2022-00159,17-03-2022,40000
Creative Interiors ,PUR-ORD-2023-03066,12-12-2023,40000
Creative Interiors ,PUR-ORD-2024-00501,13-02-2024,40000
Envisys Technologies Pvt Ltd,PUR-ORD-2023-01360,22-06-2023,40000
Envisys Technologies Pvt Ltd,PUR-ORD-2023-02451,16-10-2023,40000
Envisys Technologies Pvt Ltd,PUR-ORD-2023-03130,14-12-2023,40000
Envisys Technologies Pvt Ltd,PUR-ORD-2024-02034,05-07-2024,40000
Envitest Laboratories Pvt Ltd,PUR-ORD-2022-01723,15-12-2022,40000
Kalpin Tech Private Limited,PUR-ORD-2023-02049,04-09-2023,40000
Kalpin Tech Private Limited,PUR-ORD-2024-00283,25-01-2024,40000
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2022-00958,26-08-2022,40000
NEXGEN IMAGE GEARS,PUR-ORD-2022-00880,10-08-2022,39855.93
NEXGEN IMAGE GEARS,PUR-ORD-2022-00963,29-08-2022,39830.51
Amazon,PUR-ORD-2024-01839,22-05-2024,39788.14
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00257,14-02-2023,39600
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00361,17-02-2023,39600
NXM INDIA PVT LTD,PUR-ORD-2022-00628,27-06-2022,39500
"Mouser Electronics, Inc.",PUR-ORD-2024-00989,18-03-2024,39496.48
Kalpin Tech Private Limited,PUR-ORD-2022-01248,11-10-2022,39400
Kalpin Tech Private Limited,PUR-ORD-2022-01268,12-10-2022,39400
Autodesk - eClickstore Trading Private Limited,PUR-ORD-2024-01119,26-03-2024,39000
Autodesk - eClickstore Trading Private Limited,PUR-ORD-2024-01288,11-04-2024,39000
Autodesk - eClickstore Trading Private Limited,PUR-ORD-2024-01757,16-05-2024,39000
MathWorks India Private Limited,PUR-ORD-2022-00922-1,23-08-2022,39000
Amazon,PUR-ORD-2024-01380,16-04-2024,38990
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-01802,01-08-2023,38975
Suran Tech,PUR-ORD-2022-01347,21-10-2022,38752
AVIRAJ INSTRUMENTS,PUR-ORD-2023-01184,09-06-2023,38750
IT Gadgets & Services,PUR-ORD-2024-01470,22-04-2024,38500
Vyom Vista,PUR-ORD-2022-00635,29-06-2022,38500
Dazzle Robotics Pvt. Ltd,PUR-ORD-2022-00031,13-01-2022,38450
Dazzle Robotics Pvt. Ltd,PUR-ORD-2022-01008,10-09-2022,38450
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-02670,06-11-2023,38400
PAVITHRAM TECH SOLUTIONS,PUR-ORD-2023-03054,11-12-2023,38200
Envitest Laboratories Pvt Ltd,PUR-ORD-2024-00523,15-02-2024,38000
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2023-00032,05-01-2023,38000
Vyom Vista,PUR-ORD-2024-00264,24-01-2024,38000
Vyom Vista,PUR-ORD-2024-00908,13-03-2024,38000
SWEN HVAC Engineers,PUR-ORD-2024-01600,02-05-2024,37853
Vyom Vista,PUR-ORD-2022-01604,28-11-2022,37500
WOL 3D,PUR-ORD-2022-00280,19-04-2022,37328.86
Robu.in,PUR-ORD-2022-01541,17-11-2022,37033.05
Cingularity TEC  India Pvt Ltd,PUR-ORD-2023-00086,11-01-2023,37000
MathWorks India Private Limited,PUR-ORD-2024-01420,18-04-2024,37000
Element14 India Private Limited,PUR-ORD-2022-00151,15-03-2022,36713.89
Creative Interiors ,PUR-ORD-2023-01699,24-07-2023,36000
EMI Solutions Pvt Ltd,PUR-ORD-2022-01712,14-12-2022,36000
Gravity India Technologies Pvt. Ltd.,PUR-ORD-2024-00809,07-03-2024,36000
 UAV Garage Pvt Ltd,PUR-ORD-2023-00753,27-04-2023,35000
Applied Aero Systems,PUR-ORD-2022-01808,28-12-2022,35000
Creative Interiors ,PUR-ORD-2022-01243,11-10-2022,35000
Creative Interiors ,PUR-ORD-2023-00023,05-01-2023,35000
Creative Interiors ,PUR-ORD-2024-01725,13-05-2024,35000
Goodwill Enterprises,PUR-ORD-2024-00923,14-03-2024,35000
H G Infra ,PUR-ORD-2023-01160,07-06-2023,35000
Ninetron Tech LLP,PUR-ORD-2024-02008-1,27-06-2024,35000
Paxshell Private Limited,PUR-ORD-2023-01649,19-07-2023,35000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00410,23-02-2023,35000
Metal Storage System Pvt Ltd,PUR-ORD-2022-00264-1,11-04-2022,34770
Metal Storage System Pvt Ltd,PUR-ORD-2022-00759,25-07-2022,34770
Amazon,PUR-ORD-2024-00247,23-01-2024,34750
 UAV Garage Pvt Ltd,PUR-ORD-2022-00567,15-06-2022,34500
 UAV Garage Pvt Ltd,PUR-ORD-2022-00838,05-08-2022,34500
Binashree Manufactruing Pvt Ltd,PUR-ORD-2023-00001,02-01-2023,34440
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-00476,15-03-2023,34300
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-00508,27-03-2023,34300
Creative Interiors ,PUR-ORD-2023-00128,17-01-2023,34000
Creative Interiors ,PUR-ORD-2024-01515,24-04-2024,34000
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-02498,21-10-2023,34000
OLYMPIC TROPHIES AND SPORTS,PUR-ORD-2022-01509,15-11-2022,34000
Camtec Engineering,PUR-ORD-2022-00553,13-06-2022,33801
Camtec Engineering,PUR-ORD-2022-01683,09-12-2022,33801
Camtec Engineering,PUR-ORD-2023-00007,03-01-2023,33801
Shahputra Trading Private Limited,PUR-ORD-2024-00529-1,15-02-2024,33600
TRIDENT INFOSOL PRIVATE LIMITED,PUR-ORD-2022-01242,11-10-2022,33560
Creative Interiors ,PUR-ORD-2022-01609,28-11-2022,33500
STERLING SIGN SYSTEMS,PUR-ORD-2023-02684,06-11-2023,33500
Sattva Aero Accessories & Systems Pvt Ltd,PUR-ORD-2023-00740,26-04-2023,33344
"Mouser Electronics, Inc.",PUR-ORD-2023-01866,09-08-2023,33292.6
Paxshell Private Limited,PUR-ORD-2022-01572,24-11-2022,33000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2023-00180,25-01-2023,33000
Accord Software & Systems Pvt Ltd,PUR-ORD-2023-00334,16-02-2023,32760
SWEN HVAC Engineers,PUR-ORD-2024-00484,12-02-2024,32667.84
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00339,16-02-2023,32650
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00396,18-02-2023,32650
Seizo CNC Pvt Ltd,PUR-ORD-2023-01639,17-07-2023,32650
Elcir Industry,PUR-ORD-2023-03064,11-12-2023,32640
PANTAGONE TECHNOLOGIES INDIAPVT.LTD.,PUR-ORD-2022-00820,27-07-2022,32626.27
SM Electronic Technologies Pvt Ltd,PUR-ORD-2022-00047,19-01-2022,32414.8
Metal Storage System Pvt Ltd,PUR-ORD-2022-01451,04-11-2022,32304.17
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00437-1,08-02-2024,32100
Absolute Composites Pvt Ltd,PUR-ORD-2022-00011,11-01-2022,32000
Absolute Composites Pvt Ltd,PUR-ORD-2022-00012,11-01-2022,32000
ANS Associates,PUR-ORD-2024-00153,12-01-2024,32000
Autodesk,PUR-ORD-2023-00540,31-03-2023,31860
Olympus Creative Printz,PUR-ORD-2023-00021,05-01-2023,31786
Olympus Creative Printz,PUR-ORD-2024-02042,08-07-2024,31786
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-02689,07-11-2023,31780
Metal Impacts,PUR-ORD-2022-01335,20-10-2022,31725
VASAN ENGINEERING WORKS,PUR-ORD-2023-02256,23-09-2023,31560
VASAN ENGINEERING WORKS,PUR-ORD-2023-02786,15-11-2023,31560
Makita,PUR-ORD-2023-03101,13-12-2023,31530
Sri Vigneshwara Enterprises,PUR-ORD-2024-00349,02-02-2024,31530
Goodwill Enterprises,PUR-ORD-2022-01266,12-10-2022,31500
Havoc Hobby Center Pvt Ltd,PUR-ORD-2022-01675,08-12-2022,31500
Havoc Hobby Center Pvt Ltd,PUR-ORD-2022-01676,08-12-2022,31500
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-00266,14-02-2023,31500
Toolfit,PUR-ORD-2022-01466,08-11-2022,31500
Rajshree Electronics & Automation India Pvt Ltd.,PUR-ORD-2024-01577,29-04-2024,31020
 UAV Garage Pvt Ltd,PUR-ORD-2023-02433,15-10-2023,31000
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2022-01281,13-10-2022,31000
VYOM DRONES PRIVATE LIMITED . ,PUR-ORD-2024-01675,09-05-2024,31000
Sattva Aero Accessories & Systems Pvt Ltd,PUR-ORD-2023-00153,20-01-2023,30828
VASAN ENGINEERING WORKS,PUR-ORD-2023-02157,12-09-2023,30500
SWEN HVAC Engineers,PUR-ORD-2022-01469,08-11-2022,30400
Goodwill Enterprises,PUR-ORD-2022-00886,11-08-2022,30380
Goodwill Enterprises,PUR-ORD-2022-01314,18-10-2022,30380
Khush Enterprises,PUR-ORD-2023-00038,07-01-2023,30000
Poorvi Sales & Services Pvt Ltd,PUR-ORD-2022-01386,28-10-2022,30000
Rentokil Initial Hygiene India Pvt Limited,PUR-ORD-2024-02161,31-07-2024,30000
Sheeltron Digital Systems Private Limited,PUR-ORD-2021-00046,15-12-2021,30000
Shree sai Power Networks ,PUR-ORD-2023-01383,23-06-2023,30000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2022-01439,03-11-2022,30000
Toolfit,PUR-ORD-2022-01498,12-11-2022,30000
IBK Engineers Private Limited,PUR-ORD-2023-01610,16-07-2023,29800
RCMumbai,PUR-ORD-2023-03227,22-12-2023,29670.8
Zreyah Semiconductor Systems Pvt Ltd,PUR-ORD-2024-02021,02-07-2024,29527.06
Creative Interiors ,PUR-ORD-2024-01925,13-06-2024,29500
Creative Interiors ,PUR-ORD-2024-01948,13-06-2024,29500
Vijay Fastener,PUR-ORD-2023-01063,29-05-2023,29500
Robu.in,PUR-ORD-2024-01755,16-05-2024,29450
RCMumbai,PUR-ORD-2023-01664,20-07-2023,29447.1
Ninetron Tech LLP,PUR-ORD-2024-02224,16-08-2024,29200
 UAV Garage Pvt Ltd,PUR-ORD-2024-01640,07-05-2024,29000
Metal Storage System Pvt Ltd,PUR-ORD-2024-00680,27-02-2024,29000
Metal Storage System Pvt Ltd,PUR-ORD-2024-01214,27-02-2024,29000
Metal Storage System Pvt Ltd,PUR-ORD-2024-01885,31-05-2024,29000
Paxshell Private Limited,PUR-ORD-2022-01717,14-12-2022,29000
 UAV Garage Pvt Ltd,PUR-ORD-2022-01299,15-10-2022,28800
 UAV Garage Pvt Ltd,PUR-ORD-2022-01552,19-11-2022,28800
JC Gupta & Sons,PUR-ORD-2022-01055,16-09-2022,28800
"Mouser Electronics, Inc.",PUR-ORD-2023-00612,12-04-2023,28711.41
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-02273,29-08-2024,28576
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-02275,30-08-2024,28576
 UAV Garage Pvt Ltd,PUR-ORD-2022-00120,01-03-2022,28500
 UAV Garage Pvt Ltd,PUR-ORD-2022-01765,22-12-2022,28500
AQTRONICS TECHNOLOGIES PRIVATE LIMITED.,PUR-ORD-2024-02295,02-09-2024,28500
RS Components & Controls (I) Ltd,PUR-ORD-2023-02546,27-10-2023,28250
Elcir Industry,PUR-ORD-2024-01833,22-05-2024,28244
Accord Software & Systems Pvt Ltd,PUR-ORD-2023-02399,11-10-2023,28100
Orion,PUR-ORD-2024-01718,13-05-2024,28068.7
 UAV Garage Pvt Ltd,PUR-ORD-2022-01810,28-12-2022,28000
 UAV Garage Pvt Ltd,PUR-ORD-2023-00049,09-01-2023,28000
 UAV Garage Pvt Ltd,PUR-ORD-2023-00186,30-01-2023,28000
SimplyFlying Innovation And Technology Pvt.Ltd,PUR-ORD-2022-01777,23-12-2022,28000
Circuit Systems(India) Limited,PUR-ORD-2024-01143,27-03-2024,27902.39
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-00168,22-01-2023,27600
VYOM DRONES PRIVATE LIMITED . ,PUR-ORD-2024-01974,27-06-2024,27500
Autodesk - eClickstore Trading Private Limited,PUR-ORD-2023-01855,08-08-2023,27000
Autodesk - eClickstore Trading Private Limited,PUR-ORD-2023-01977,25-08-2023,27000
Creative Interiors ,PUR-ORD-2022-01622,30-11-2022,27000
Creative Interiors ,PUR-ORD-2023-02074,06-09-2023,27000
Orxa Energies Pvt. Ltd,PUR-ORD-2022-00173,23-03-2022,27000
Sri Pragathi Facility Services,PUR-ORD-2023-01108,31-05-2023,27000
Amazon,PUR-ORD-2022-00950,25-08-2022,26999
VASAN ENGINEERING WORKS,PUR-ORD-2022-00978,02-09-2022,26950
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-00646,26-02-2024,26909.11
Creative Interiors ,PUR-ORD-2023-00185,30-01-2023,26500
JUNGHEINRICH LIFT TRUCK INDIA PVT. LTD. Gebi,PUR-ORD-2024-01229,04-04-2024,26500
robosynckits.in,PUR-ORD-2024-01773,16-05-2024,26500
SWEN HVAC Engineers,PUR-ORD-2024-01330,15-04-2024,26463
Sheeltron Digital Systems Private Limited,PUR-ORD-2022-00152,15-03-2022,26250
Essae-Teraoka Pvt Ltd,PUR-ORD-2022-01040-1,14-09-2022,26050
Metal Storage System Pvt Ltd,PUR-ORD-2023-00019,04-01-2023,26030
Bhogal Aero Tech,PUR-ORD-2024-01459-1,22-04-2024,26000
Creative Interiors ,PUR-ORD-2022-01511,15-11-2022,26000
Creative Interiors ,PUR-ORD-2023-01771,28-07-2023,26000
Ninetron Tech LLP,PUR-ORD-2024-01747,15-05-2024,26000
